,price,artist,title,yearCreation,signed,condition,period,movement
482,800,Joan Nelson,Untitled,1990,Signed Joan Nelson 90 in pencil in lower right recto,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor scuffs to plexiglass at bottom.Minimal signs of wear to frame.,Post-War,Expressionism
516,800,Joan Nelson,Untitled (451 Ca),1990,Signed Joan Nelson 90 in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minimal signs of wear to frame.,Post-War,Expressionism
534,800,Gregory Crane,New Moon and Poplars,1990,Signed Gregory Crane 1990 in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No other obvious signs of artwork.,Post-War,Expressionism
570,800,Richard Ballard,Cypress,1990,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,[nan]
89,800,Jean Tinguely,Amour Totale,1991,Signed and numbered on the back,"This work is in excellent condition, direct from the publisher.",Contemporary,Nouveau Réalisme
92,800,Jean Tinguely,Amour Totale,1991,Signed and numbered on the back,"This work is in excellent condition, direct from the publisher.",Contemporary,Nouveau Réalisme
596,800,Adrian Wiszniewski,Landscape,1991,Inscribed 18/30 with indecipherable signature in pencil recto,This work is in good condition.Not examined out of frame.A few minor marks to finish on frame.Pencil and marker inscription at back of frame.,Post-War,Surrealism
639,800,JOHN WALKER,Sorrow,1992,Signed and inscribed recto in pencil,"This work is in good condition.Artwork not inspected out of frame.Scuffs, marks and dents to frame.",Post-War,Abstract
615,800,Malcolm Morley,Erotic Fruitos,1993,Signed and dated in pencil lower right,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism
698,800,Donald Traver,Untitled (From Vessels and Voids),1994,Signed and dated upper right recto in pencil,This work is in very good condition.Artwork not inspected out of frame.Pin holes on top corners.Light wear to frame.,Post-War,Abstract
536,800,Steven Sorman,I Am Too,2000,[nan],This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Abstract
591,800,Gregory Crane,Red Island With Rainbow,2000,"Titled, dated and signed in pencil recto",This work is in very good condition.Not examined out of frame.Minor adhesive residue to plexiglass.No visible signs of wear to artwork.,Contemporary,Expressionism
462,800,Martin McGinn,Plastic Buckets ,2001,Signed and dated in pencil recto,This work is in good condition.Not examined out of frame.Minor indentations to sheet.Soiling to edges of frame.,Contemporary,Expressionism
502,800,Deborah Brown,Todd,2001,Signed in pencil bottom right,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Realism
507,800,Deborah Brown,Sadie I,2001,Signed in pencil bottom right,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Realism
539,800,Richard Mock,Alaskan Wildlife,2001,"Inscribed 5/100 ""Alaskan Wildlife"" Richard Mock 2001 in pencil recto",This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Contemporary,Conceptual 
554,800,Lizbeth Mitty,Nightride Overpass,2001,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Impressionism
654,800,Barbara Schwartz,Untitled,2001,Barbara Schwartz 2001 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No obvious signs of wear to artwork.,Contemporary,Expressionism
668,800,Stephanie Snider,Untitled (III),2001,Lower right recto in pencil,This work is in very good condition.Artwork not inspected out of frame.Scratch to plexiglass.,Contemporary,Surrealism
673,800,Stephanie Snider,Untitled (II),2001,Lower right recto in pencil,This work is in very good condition.Artwork not inspected out of frame.,Contemporary,Abstract
699,800,Stephanie Snider,Untitled (I),2001,Lower right recto in pencil,This work is in very good condition.Artwork not inspected out of frame.Scratch to plexiglass.,Contemporary,Surrealism
52,800,Linda Besse,Lion Cubs,2002,Signed Linda Besse;  dated ©  2002 (lower left),The work is in original condition. Under UV: there are no signs of inpainting or previous restoration.,Contemporary,Realism
670,800,Steven Sorman,Unheard of III,2002,"Signed and dated in pencil lower right, Steven Sorman, 2002",This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Abstract
689,800,Steven Sorman,Unheard of II,2002,"Signed and dated in pencil lower right, Steven Sorman, 2002",This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Abstract
700,800,Kirsten Stolle,Diego I,2002,K. Stolle 02 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract
465,800,Mary Jo Vath,Untitled ,2003,Signed and dated in pencil recto.,This work is in good condition.Not examined out of frame.Minor sheet undulation.,Contemporary,Realism
545,800,Gregory Crane,A Brilliant Entrance,2003,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Expressionism
645,800,Paul Henry Ramirez,Juicy Little Passion #6,2005,Signed and inscribed recto in pencil,This work is in very good condition.Artwork not inspected out of frame.Light wear to frame.,Contemporary,Abstract
683,800,MICHAEL MAZUR ,Serpentine With Orchids,2005,Mazur 05 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Pop Art
711,800,Paul Henry Ramirez,Juicy Little Passion #4,2005,Signed and inscribed recto in pencil,This work is in very good condition.Artwork not examined out of frame.Light scratching to plexiglass.,Contemporary,Abstract
549,800,Judith S. Miller,Eric Shows Me The Hidden Parks,2006,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Realism
597,800,John Benton Harris,Brooklyn Heights NYC,2006,"Title, date, edition and artist signature with copyright on a piece of paper affixed verso.",This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Realism
573,800,Anne Ross,Passageway,2008,[nan],This work is in good condition.Not examined out of frame.Numerical pencil inscription at back.A few small marks to finish on frame.,Contemporary,Surrealism
575,800,Frances Ashforth,"Horizon Series, Wind Series 1",2011,Signed Frances B Ashforth '11 in ink on lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Expressionism
580,800,Bill Jensen,Original Face,2011,[nan],This work is in very good condition.Artwork not examined outside of frame.Very minor rippling of paper.,Contemporary,Abstract
606,800,Frances Ashforth,"Horizon Series, Wind Series 4",2011,Signed Frances B Ashworth 2001 in ink at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Expressionism
634,800,"John F. Simon, Jr.",Heat from the Core Raises Mountains and Opens Oceans,2011,"Signed in pencil, R, 2011 lower right corner",This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Conceptual 
695,800,Brian O'Doherty,Untitled,2011,"Signed and dated in pencil lower right, Brian O'Doherty, 2011",This work is in overall good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Abstract
452,800,Brett Groves,Correspondence 05 (Strike Gently),2012,"Signed in ink lower left, numbered lower right.",This work is in very good condition.Not examined outside of frame.No obvious defects to artwork.,Contemporary,Realism
557,800,Darina Karpov,Crawlers,2012,Signed and dated lower right recto,This work is in very good condition.No obvious signs of wear to art.Not examined out of frame.,Contemporary,Conceptual 
603,800,Francis Ruyter,Beyond The Forest,2012,Signed by artist lower right recto,This work is in very good condition.Not examined out of frame.Slight ripple effect to paper through printing process.,Contemporary,Pop Art
613,800,Susan Hall,Solitary Oak,2012,Artist signature and date lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Realism
453,800,Caren Canier,Still Life with Iris ,[nan],Signed and dated in pencil recto,Not examined out of frame. Minor creasing.,Post-War,Realism
467,800,Marcia Scanlon,Millhollow,[nan],Signed in pencil lower right corner.,This work is in very good condition.Not examined outside of frame.Light smudges to frame.,Post-War,Realism
555,800,Sandra Clark,Gamberaia #10,[nan],[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Contemporary,Expressionism
593,800,Sandra Clark,Huntington #13,[nan],[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Contemporary,Surrealism
345,800,Carl Roters,Two Trappers ,1970,Signed lower right,No apparent signs of damage to artwork.Not examined out of frame.Frame with minor wear.,Post-War,Realism
501,800,Susana Solano,Plaça Del Joc De La Pilota IV,1987,Inscribed in pencil on lower right recto,Artwork not examined outside of frame.Minor rippling to paper.Minor surface wear to frame.,Post-War,Expressionism
566,800,Gregg Saunders,Untitled Landscape,1985,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Realism
40,800,Grant Hacking,From Hal's Eye,1975,Signed Grant Hacking and titled (lower right),There is frame abrasion with associated losses in the extreme outer corners. Under UV: The work retains an uneven varnish.,Post-War,Realism
41,700,Linda Besse,Servel Portrait,2003,Signed Linda Besse;  dated ©  2003 (lower right),The work is in original condition.Under UV: There are no signs of inpainting or previous restoration. ,Contemporary,Realism
43,700,Vic Guhrs,Lion and Birds,1975,Signed Vic Guhrs (lower right),The canvas is unlined and tacked to the original stretchers and there is minor frame abrasion along the bottom edge. Under UV: There are no signs of inpainting or previous restoration.,Post-War,Realism
51,700,Grant Hacking,A Curious Glance,1975,Signed Grant Hacking (lower right),The canvas is unlined. Under UV: There are no signs of inpainting or previous restoration.,Post-War,Realism
748,680,Ian Hamilton Finlay,Sea Poppy,1968,[nan],Not examined out of frame.Scratches throughout plexiglas.,Contemporary,Abstract
643,680,Tony Jannetti,The Third Emergence,1971,Signed in pencil Tony Jannetti '71 lower right with 1/35 lower left,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Modern,Abstract
730,680,DON NICE,Radish,1972,Signed and titled on bottom.,No obvious signs of wear.Not examined out of frame.,Post-War,Realism
651,680,Antonio Frasconi,Cantos IV,1974,Signed Frasconi bottom right in pencil,This work is in overall good condition.Not examined out of frame.No obvious signs of wear to art.Small water mark to paper mat at bottom right corner,Modern,Abstract
627,680,Paul Levy,Commonwealth of Massachusetts Building Code,1975,Signed in pencil c Paul M. Levy '75 lower right; marked Commonwealth of Massachusetts Building Code in center; edition marked 21/50 lower left,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small smudges to matt.,Modern,Pop Art
675,680,Hanlyn Davies,Jumble,1975,Signed in pencil lower right Jumble 31/129 Hanlyn Davies 1975,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Modern,Abstract
753,680,John Duff,Untitled Print,1975,"Signed, dated and numbered in pencil.",Not examined out of frame.Scattered surface scratches to plexiglas.One faint mark to bottom left side of frame.Small white mark to right side of frame.,Modern,Geometric Abstraction
697,680,Stephen Hartman,Untitled,1978,Signed S Hartman bottom left in pencil,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Occasional nicks to frame.,Contemporary,Abstract
716,680,Stephen Hartman,Untitled,1980,[nan],This work is in good condition.Not examined out of frame.Buckling to paper.Frame is marked at lower left corner.,Post-War,Abstract
717,680,Steven Barbash,Four Tulips,1982,"Signed, dated and numbered on bottom.",No obvious signs of wear.Not examined out of frame.,Contemporary,Realism
736,680,Stuart Allen,Untitled (Still Life),1983,Signed illegibly on lower right,Not examined outside of frame.No obvious signs of wear.,Post-War,Realism
743,680,Carolyn Brady,"Green Lamp, Red Table",1985,Signed and dated on lower right.,Not examined out of frame.No obvious signs of wear.,Contemporary,Realism
657,680,Mary Hambleton,Untitled,1986,Hambleton 86 on bottom right in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Minor wear to frame.,Contemporary,Abstract
704,680,John Hoyland,Mael,1986,Signed John Hoyland '86 in pencil lower right,Not examined out of frame.Minor rippling to paper.,Contemporary,Abstract
691,680,Robert Kushner,Reclining Man 29,1987,[nan],This work is in good condition with no obvious signs of wear to art.Not examined out of frame.Small smudge to plexiglass at top left.Marks to frame.,Contemporary,Abstract
714,680,Robert Kushner,Reclining Man 18,1987,Signed Robert Kushner center right in pencil,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light marks to frame.,Contemporary,Abstract
637,680,Gregory Amenoff,Sweet Home,1988,[nan],This work is in good condition.Not examined outside of frame.Some rippling of paper.No other obvious signs of wear to art.,Contemporary,Abstract
635,680,Ron Janowich,Untitled,1989,Ron Janowich 89 on bottom right in pencil,This work is in overall good condition.Work not examined outside of frame.Small holes at corners of paper from previous hanging.Minor rippling and creases in paper.No other signs of wear on art.,Contemporary,Abstract
729,680,Ed Albers,Disection Series,1989,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Organic/Biomorphic Abstraction
745,680,Jane Kent,Untitled Xiv,1989,[nan],Not examined out of frame.No obvious signs of imperfection.,Contemporary,Organic/Biomorphic Abstraction
712,680,Ford Crull,Relic Series #3,1990,Ford 90 on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract
728,680,Mary Jo Vath,Sunflower,1990,Signed and numbered in pencil to verso,Not examined out of frame.Edge wear to frame.,Contemporary,Realism
686,680,Chris Costan,MT 2000,1997,Signed C. Costan '97 in pencil lower right,Not examined out of frame.Minor rippling to paper.,Contemporary,Abstract
688,680,Chris Costan,MT 2011,1997,Signed C. Costan '97 in pencil lower right,Not examined out of frame.Minor rippling to paper.,Contemporary,Abstract
472,680,David Fokos,Moonrise,2001,Signed and dated lower right recto,This work is in very good condition with no obvious signs of wear to the photo.Not examined out of frame.Chips to frame.,Contemporary,Realism
474,680,David Fokos,Canal,2001,Signed and dated lower right recto,This work is in very good condition with no obvious signs of wear to photo.Not examined out of frame.Chips to frame.,Contemporary,Realism
739,680,Jackie Battenfield,One Thousand Thoughts (Noon),2001,Signed on bottom.,Art has no obvious signs of wear.,Contemporary,Realism
740,680,Robert Janz,North Field CPP10,2007,"Signed, dated and titled in pencil to verso",Not examined out of frame.Scratches to plexiglass detected upon close inspection.Sheet undulation.One small mark to sheet.,Contemporary,Organic/Biomorphic Abstraction
473,680,Suzanne Song,"Untitled, Replica V3",2008,Signed and dated verso,This work is in very good condition with no obvious signs of wear.,Contemporary,Minimalism
732,680,Jane Goldman,Window Reflection,2008,"Titled, signed and numbered in pencil recto ",No obvious signs of wear.Not examined out of frame.,Contemporary,Realism
746,680,Jane Kent,"Untitled, A Study For Skating",2008,[nan],Not examined out of frame.Mark to frame.,Contemporary,Abstract
669,680,Charles Hewitt,Pink Basket,2009,Signed and dated lower right in pencil,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
731,680,John Newman,Red Through And Through,2010,Signed and dated on lower right.,"Not examined out of frame.Art piece slipped off the hinge, resting on bottom of frame.",Contemporary,Abstract
662,680,Dianna Frid,On The Modification Of Clouds III,2011,Signed D. Frid 2011 in pencil lower left,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
684,680,Dianna Frid,On The Modification Of Clouds I,2011,Signed D. Frid 2011 in pencil lower left,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
742,680,Yasuyuki Shibata,Satsuma,2011,Signed and dated on lower right.,Not examined out of frame.No obvious signs of wear.,Contemporary,Geometric Abstraction
620,680,Mark Fox,Beneath,2012,Mark Fox 12 on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract
630,680,Diane Cionni,Reason And Romance #9,2012,Signed in pencil DKC 2012 lower right,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
636,680,Mark Fox,Before,2012,Mark Fox on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract
665,680,Mark Fox,Between,2012,Mark Fox 12 on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract
701,680,Mark Fox,Below,2012,Mark Fox 12 on bottom right in pencil,This work is in overall good condition.No examined outside of frame.Minor rippling of paper.No other obvious signs of wear to art.,Contemporary,Abstract
749,680,Jane Kent,Miracle Grow #17,2012,Signed and dated on lower right.,Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract
751,680,Jane Kent,Untitled,2012,[nan],Not examined out of frame.No apparent imperfections.,Contemporary,Geometric Abstraction
663,680,Reed Anderson,Bad Neighbors (Red),2013,Signed RA bottom right in pencil,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light marks to frame.Slight buckling to paper.,Contemporary,Abstract
723,680,Ron Davis,Two Bar,1971,Signed on bottom right.,No obvious signs of wear.,Contemporary,Geometric Abstraction
726,680,Jackie Battenfield,One Thousand Thoughts (Dusk),2001,Signed on bottom.,Art has no obvious signs of wear.,Contemporary,Realism
384,650,David Levinthal,Barbie 64,1999,Signed and numbered in ink verso,This work is in excellent condition with no signs of wear.This work is unframed.,Contemporary,Pop Art
444,600,George Platt Lynes,Kate Lawson,1935,[nan],This work is in good condition.Slight rippling to paper.,Modern,Realism
445,600,George Platt Lynes,Laurie Douglas Horbach,1944,[nan],This work is in good condition.Slight rippling to paper.,Modern,Realism
443,600,George Platt Lynes,Nude Figures On A Brass Bed ,[nan],[nan],This work is in good condition.Slight rippling to paper.,Modern,Realism
400,595,Paul Manes,Untitled ,1986,"Signed and dated “Paul Manes ‘86” lower right; Inscribed “For Mickey, Happy 50th” lower left",This work is in good condition.Not examined out of frame.,Post-War,Abstract
